"code_sect_activite","libelle_sect_activite","code_ss_sect_activite","libelle_ss_sect_activite","code_ogr_rome","code_rome","libelle_rome","principal"
"87","Artisanat d'art, audiovisuel et spectacle","","","129","E1203","Développeur / Développeuse de photographies","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","130","E1204","Projectionniste","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","488782","E1207","Motion designer","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","489568","G1414","Directeur / Directrice d'exploitation de site de divertissement","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","244","H2208","Sculpteur / Sculptrice sur bois","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","404973","H3405","Polisseur / Polisseuse en bijouterie ou joaillerie ou orfèvrerie","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","490329","H3407","Metteur au bain / Metteuse au bain argenture - dorure en orfèvrerie","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","490351","H3408","Metteur au point polisseur / Metteuse au point polisseuse sur matrice en orfèvrerie","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","435","L1101","Disc-jockey","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","436","L1102","Mannequin","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","437","L1103","Animateur / Animatrice radio","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","438","L1201","Danseur / Danseuse","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","439","L1202","Musicien / Musicienne","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","440","L1203","Comédien / Comédienne","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","441","L1204","Artiste de cirque","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","488723","L1205","Artiste-interprète","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","488757","L1206","Cavalier / Cavalière de spectacle","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","488789","L1207","Cascadeur / Cascadeuse","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","489202","L1208","Mascotte-personnage","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","442","L1301","Metteur / Metteuse en scène","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","443","L1302","Producteur / Productrice de film","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","444","L1303","Agent / Agente de talent","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","445","L1304","Réalisateur / Réalisatrice","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","489569","L1305","Directeur / Directrice artistique spectacle","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","447","L1501","Maquilleur / Maquilleuse spectacle","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","448","L1502","Costumier / Costumière","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","449","L1503","Accessoiriste","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","450","L1504","Éclairagiste","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","451","L1505","Cadreur / Cadreuse","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","452","L1506","Machiniste spectacle","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","453","L1507","Monteur / Monteuse vidéo","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","454","L1508","Régisseur / Régisseuse du son","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","455","L1509","Régisseur / Régisseuse de production","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","39022","L1510","Animateur / Animatrice 3D - films d'animation","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","488715","L1511","Technicien / Technicienne spectacle en site de divertissement","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","489065","L1512","Régisseur / Régisseuse de spectacles","oui"
"87","Artisanat d'art, audiovisuel et spectacle","","","489172","L1513","Scénographe","oui"
"95","Automobile","","","489048","C1113","Expert / Experte en assurances dommages automobile","non"
"95","Automobile","","","105","D1404","Commercial / Commerciale en automobiles","oui"
"95","Automobile","","","488632","H1522","Technicien / Technicienne en contrôles et essais non destructifs (CND END)","non"
"95","Automobile","","","488775","H2704","Technicien démonteur / Technicienne démonteuse de batteries de véhicules électriques","oui"
"95","Automobile","","","489071","H2705","Pilote de ligne de production de composants et de cellules pour batteries de véhicules électriques","oui"
"95","Automobile","","","286","H2909","Assembleur monteur / Assembleuse monteuse","oui"
"95","Automobile","","","306","I1103","Chef d'atelier automobile","oui"
"95","Automobile","","","328","I1604","Mécanicien / Mécanicienne automobile","oui"
"95","Automobile","","","330","I1606","Carrossier-peintre / Carrossière-peintre","oui"
"95","Automobile","","","331","I1607","Mécanicien / Mécanicienne motocycles","oui"
"95","Automobile","","","488607","I1608","Démonteur / Démonteuse de véhicules hors d'usage","oui"
"95","Automobile","","","489208","I1609","Peintre automobile","oui"
"95","Automobile","","","488613","I1610","Responsable atelier carrosserie","oui"
"95","Automobile","","","489079","I1611","Préparateur / Préparatrice de véhicules automobiles","oui"
"95","Automobile","","","489045","I1612","Technicien expert / Technicienne experte après-vente automobile","oui"
"95","Automobile","","","488731","I1613","Mécanicien / Mécanicienne des véhicules des transports routiers","oui"
"95","Automobile","","","488736","I1614","Préparateur / Préparatrice en peinture automobile","oui"
"95","Automobile","","","488742","I1615","Dépanneur-remorqueur / Dépanneuse-remorqueuse de véhicules","oui"
"95","Automobile","","","488791","I1617","Contrôleur / Contrôleuse technique de véhicules","oui"
"95","Automobile","","","488870","I1619","Mécanicien / Mécanicienne cycles","oui"
"99","Bâtiment et travaux publics (BTP)","138","BTP","489159","B1103","Sculpteur / Sculptrice ornemaniste sur pierre","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","149","F1108","Métreur / Métreuse de la construction","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","404537","F1113","Chargé / Chargée d'affaires en rénovation énergétique","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","488590","F1117","Ingénieur / Ingénieure d'étude CVC","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","488623","F1120","Économiste de la construction","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","489011","F1125","BIM Manager","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","150","F1201","Conducteur / Conductrice de travaux","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","151","F1202","Chef / Cheffe de chantier","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","403076","F1205","Responsable de travaux BTP","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","490402","F1207","Chef / Cheffe d'équipe travaux publics","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","154","F1301","Grutier / Grutière","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","155","F1302","Conducteur / Conductrice d'engins de chantier","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","488912","F1622","Monteur / Monteuse en éclairage public","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","489030","F1623","Monteur / Monteuse installation réseaux mobiles","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","175","F1702","Ouvrier / Ouvrière en voiries","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","403954","F1708","Installateur-poseur / Installatrice-poseuse de piscines préfabriquées","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","404038","F1709","Démolisseur / Démolisseuse","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","304","I1101","Directeur / Directrice des travaux bâtiment","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","488902","I1104","Ingénieur / Ingénieure infrastructures télécoms réseaux mobiles","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","308","I1202","Agent / Agente d'entretien de la voirie","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","488883","I1316","Technicien / Technicienne de maintenance Chauffage, Ventilation et Climatisation - CVC","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","322","I1501","Cordiste","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","488735","N1108","Conducteur / Conductrice de grue mobile","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","489077","N1114","Conducteur / Conductrice d'engins lourds de manutention","non"
"99","Bâtiment et travaux publics (BTP)","138","BTP","488583","N4107","Conducteur livreur / Conductrice livreuse de béton prêt à l'emploi","non"
"99","Bâtiment et travaux publics (BTP)","139","Gros Œuvre","489220","F1206","Chef / Cheffe d'équipe bâtiment","non"
"99","Bâtiment et travaux publics (BTP)","139","Gros Œuvre","158","F1501","Poseur / Poseuse de charpentes ou constructions bois","non"
"99","Bâtiment et travaux publics (BTP)","139","Gros Œuvre","160","F1503","Charpentier / Charpentière","non"
"99","Bâtiment et travaux publics (BTP)","139","Gros Œuvre","171","F1611","Façadier / Façadière","non"
"99","Bâtiment et travaux publics (BTP)","139","Gros Œuvre","403083","F1618","Poseur / Poseuse de façade vitrée","non"
"99","Bâtiment et travaux publics (BTP)","139","Gros Œuvre","174","F1701","Coffreur / Coffreuse","non"
"99","Bâtiment et travaux publics (BTP)","139","Gros Œuvre","176","F1703","Maçon / Maçonne","non"
"99","Bâtiment et travaux publics (BTP)","139","Gros Œuvre","177","F1704","Manœuvre bâtiment","non"
"99","Bâtiment et travaux publics (BTP)","139","Gros Œuvre","178","F1705","Poseur / Poseuse de canalisations","non"
"99","Bâtiment et travaux publics (BTP)","139","Gros Œuvre","403952","F1707","Maçon / Maçonne du paysage","non"
"99","Bâtiment et travaux publics (BTP)","139","Gros Œuvre","488283","F1710","Magasinier / Magasinière en négoce des matériaux de construction","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","488793","B1102","Mosaïste d'art","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","489220","F1206","Chef / Cheffe d'équipe bâtiment","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","488871","F1504","Charpentier / Charpentière de marine","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","161","F1601","Plâtrier / Plâtrière","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","162","F1602","Électricien / Électricienne du bâtiment","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","163","F1603","Plombier / Plombière","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","164","F1604","Plaquiste","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","166","F1606","Peintre en bâtiment","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","167","F1607","Menuisier / Menuisière aluminium","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","168","F1608","Carreleur / Carreleuse","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","169","F1609","Solier / Solière","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","170","F1610","Installateur mainteneur / Installatrice mainteneuse en systèmes solaires, thermiques et photovoltaïques","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","172","F1612","Tailleur / Tailleuse de pierre","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","173","F1613","Étancheur / Étancheuse","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","403073","F1614","Poseur / Poseuse en fermetures de bâtiment","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","403080","F1615","Poseur / Poseuse de cloisons démontables et mobiles","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","403081","F1616","Poseur / Poseuse de menuiseries extérieures","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","403082","F1617","Poseur / Poseuse de véranda","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","404037","F1619","Couvreur / Couvreuse","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","404539","F1620","Installateur / Installatrice chauffage et climatisation","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","488572","F1621","Ramoneur / Ramoneuse","non"
"99","Bâtiment et travaux publics (BTP)","140","Second Œuvre","489084","F1624","Staffeur Stuqueur / Staffeuse Stuqueuse","non"
