"code_ogr_savoir","libelle_savoir","categorie_savoir","sous_categorie_savoir","transition_eco","transition_num"
"101173","Caractéristiques des fils","Produits, outils et matières","Matières, matériaux","","N"
"101174","Géométrie","Domaines d'expertise","Expertises scientifiques","","N"
"101175","Techniques de repassage éco-responsables","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"101177","Techniques d'assemblage/montage en habillement/confection","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"101186","Couture flou","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"101187","Caractéristiques morphologiques masculines","Domaines d'expertise","Expertises techniques","","N"
"101188","Caractéristiques morphologiques féminines","Domaines d'expertise","Expertises techniques","","N"
"101193","Caractéristiques des fourrures","Produits, outils et matières","Matières, matériaux","","N"
"101196","Techniques d'assemblage des fourrures","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"101197","Techniques d'application des apprêts, des teintes","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"101198","Techniques d'application de garniture","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"101203","Utilisation de machine à broder","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"101204","Codes et symboles","Normes et procédés","Documentations, cartes et plans","","N"
"101205","Techniques de tissage main","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"101207","Couture","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"101214","Procédés de fabrication de passementerie","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"101217","Caractéristiques des tapis","Produits, outils et matières","Mode, textile et accessoires","","N"
"101221","Accessoires (éventail, étoles, ...)","Produits, outils et matières","Mode, textile et accessoires","","N"
"101232","Propriétés des couleurs","Produits, outils et matières","Matières, matériaux","","N"
"101246","Caractéristiques des textiles extensibles","Produits, outils et matières","Mode, textile et accessoires","","N"
"101247","Caractéristiques des textiles maille","Produits, outils et matières","Mode, textile et accessoires","","N"
"101259","Caractéristiques des dentelles","Produits, outils et matières","Mode, textile et accessoires","","N"
"101261","Positionnement de motifs d'impression, de dentelle, ...","Normes et procédés","Méthodes, procédés, procédures","","N"
"101262","Techniques de traçage à main levée","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"101271","Techniques de bijouterie","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"101282","Caractéristiques des sièges","Produits, outils et matières","Produits finis, services","","N"
"101283","Techniques de guindage de ressorts","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"101291","Techniques de capitonnage","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"101300","Normes de sécurité sur les chantiers","Normes et procédés","Méthodes, procédés, procédures","","N"
"101312","Utilisation de logiciels statistiques","Domaines d'expertise","Logiciels, progiciels","","O"
"101314","Droit et réglementation des assurances","Normes et procédés","Règlementations, normes","","N"
"101315","Analyse de données expérimentales","Domaines d'expertise","Expertises scientifiques","","N"
"101332","Modélisation mathématique","Normes et procédés","Méthodes, procédés, procédures","","N"
"101341","Droit social","Normes et procédés","Règlementations, normes","","N"
"101342","Procédures de recouvrement de créances","Normes et procédés","Méthodes, procédés, procédures","","N"
"101350","Procédures d'indemnisation des sinistres","Normes et procédés","Méthodes, procédés, procédures","","N"
"101351","Connaissance des produits financiers","Domaines d'expertise","Expertises techniques","","N"
"101358","Techniques d'expertise de biens","Techniques professionnelles","Autres techniques professionnelles","","N"
"101359","Droit commercial","Normes et procédés","Règlementations, normes","","N"
"101360","Comptabilité générale","Domaines d'expertise","Expertises techniques","","N"
"101397","Modélisation et simulation","Domaines d'expertise","Logiciels, progiciels","","O"
"101398","Finance","Domaines d'expertise","Expertises techniques","","N"
"101399","Marketing / Mercatique","Normes et procédés","Méthodes, procédés, procédures","","N"
"101400","Économétrie","Domaines d'expertise","Sciences humaines","","N"
"101411","Accidentologie","Domaines d'expertise","Expertises techniques","","N"
"101424","Réglementation du transport de matières et produits dangereux","Normes et procédés","Règlementations, normes","","N"
"101425","Réglementation des Installations Classées pour la Protection de l'Environnement - ICPE","Normes et procédés","Règlementations, normes","O","N"
"101449","Réglementation sécurité incendie","Normes et procédés","Règlementations, normes","","N"
"101450","Surveillance des émissions polluantes","Techniques professionnelles","Autres techniques professionnelles","","N"
"101451","Techniques anti-intrusion","Techniques professionnelles","Autres techniques professionnelles","","N"
"101452","Réglementation de la réassurance","Normes et procédés","Règlementations, normes","","N"
"101460","Réglementation des produits d'assurances","Normes et procédés","Règlementations, normes","","N"
"101462","Production en assurances","Domaines d'expertise","Expertises techniques","","N"
"101463","Souscription en assurances","Domaines d'expertise","Expertises techniques","","N"
"101489","Droit du travail","Normes et procédés","Règlementations, normes","","N"
"101503","Modes de paiement","Domaines d'expertise","Expertises techniques","","N"
"101504","Procédures de transfert de devises","Normes et procédés","Méthodes, procédés, procédures","","N"
"101505","Réglementation bancaire","Normes et procédés","Règlementations, normes","","N"
"101506","Règles et consignes de sécurité","Normes et procédés","Règlementations, normes","","N"
"101507","Procédures d'administration de compte bancaire","Normes et procédés","Méthodes, procédés, procédures","","N"
"101508","Typologie des devises","Domaines d'expertise","Expertises techniques","","N"
"101509","Règles de conversion monétaire","Normes et procédés","Règlementations, normes","","N"
"101516","Calculs financiers","Normes et procédés","Méthodes, procédés, procédures","","N"
"101534","Économie des marchés financiers","Domaines d'expertise","Expertises techniques","","N"
"101535","Droit du commerce international","Normes et procédés","Règlementations, normes","","N"
"101559","Droit civil","Normes et procédés","Règlementations, normes","","N"
"101560","Droit du patrimoine professionnel","Normes et procédés","Règlementations, normes","","N"
"101570","Spécificités juridiques des professions libérales","Normes et procédés","Règlementations, normes","","N"
"101573","Analyse comptable et financière","Normes et procédés","Méthodes, procédés, procédures","","N"
"101588","Analyse d'indicateurs financiers","Normes et procédés","Méthodes, procédés, procédures","","N"
"101589","Microéconomie","Domaines d'expertise","Sciences humaines","","N"
"101590","Macroéconomie","Domaines d'expertise","Sciences humaines","","N"
"101591","Mathématiques financières","Domaines d'expertise","Expertises scientifiques","","N"
"101607","Méthodes de valorisation d'actifs","Normes et procédés","Méthodes, procédés, procédures","","N"
"101609","Réglementation des marchés financiers","Normes et procédés","Règlementations, normes","","N"
"101639","Droit immobilier","Normes et procédés","Règlementations, normes","","N"
"101640","Droit de l'urbanisme et de la construction","Normes et procédés","Règlementations, normes","","N"
"101642","Économie de la construction","Domaines d'expertise","Expertises techniques","","N"
"101645","Réglementation du contentieux","Normes et procédés","Règlementations, normes","","N"
"101646","Réglementation de la copropriété","Normes et procédés","Règlementations, normes","","N"
"101653","Réglementation fiscale immobilière","Normes et procédés","Règlementations, normes","","N"
"101654","Techniques de médiation et résolution de conflits","Techniques professionnelles","Autres techniques professionnelles","","N"
