"code_secteur_naf","libelle_secteur_naf","code_ogr_rome","code_rome","libelle_rome"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","264","H2503","Responsable d'îlot de production"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","488315","H2507","Responsable de ligne de production industrielle"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","278","H2901","Ajusteur-monteur / Ajusteuse-monteuse"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","279","H2902","Chaudronnier / Chaudronnière"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","280","H2903","Tourneur-fraiseur / Tourneuse-fraiseuse"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","281","H2904","Forgeron industriel / Forgeronne industrielle"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","282","H2905","Cisailleur / Cisailleuse en métallurgie"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","283","H2906","Opérateur / Opératrice en fabrication mécanique"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","284","H2907","Fondeur / Fondeuse en métallurgie"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","286","H2909","Assembleur monteur / Assembleuse monteuse"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","288","H2911","Métallier / Métallière"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","289","H2912","Régleur / Régleuse d'équipements industriels"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","290","H2913","Soudeur / Soudeuse"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","489024","H2915","Chef soudeur / Cheffe soudeuse"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","489047","H2916","Soudeur / Soudeuse Tungsten Inert Gas -TIG-"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","489194","H2917","Soudeur / Soudeuse MIG MAG"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","298","H3302","Agent / Agente de conditionnement"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","300","H3401","Opérateur / Opératrice de traitement d'abrasion de surface"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","301","H3402","Agent / Agente de traitement de surface"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","302","H3403","Opérateur / Opératrice de traitement thermique"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","303","H3404","Peintre industriel / Peintre industrielle"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","490329","H3407","Metteur au bain / Metteuse au bain argenture - dorure en orfèvrerie"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","490351","H3408","Metteur au point polisseur / Metteuse au point polisseuse sur matrice en orfèvrerie"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","488883","I1316","Technicien / Technicienne de maintenance Chauffage, Ventilation et Climatisation - CVC"
"25","Fabrication de produits metalliques, a l'exception des machines et des equipements","488613","I1610","Responsable atelier carrosserie"
"26","Fabrication de produits informatiques, electroniques et optiques","213","H1202","Dessinateur / Dessinatrice en électricité-électronique"
"26","Fabrication de produits informatiques, electroniques et optiques","220","H1209","Technicien / Technicienne études électroniques"
"26","Fabrication de produits informatiques, electroniques et optiques","488271","H1212","Ingénieur / Ingénieure brevet en industrie"
"26","Fabrication de produits informatiques, electroniques et optiques","488596","H1305","Vérificateur / Vérificatrice de conformité industrielle"
"26","Fabrication de produits informatiques, electroniques et optiques","488331","H1406","Ingénieur / Ingénieure supply chain en industrie"
"26","Fabrication de produits informatiques, electroniques et optiques","232","H1504","Contrôleur / Contrôleuse technique en électricité-électronique"
"26","Fabrication de produits informatiques, electroniques et optiques","488353","H1520","Ingénieur / Ingénieure assurance qualité en industrie"
"26","Fabrication de produits informatiques, electroniques et optiques","262","H2501","Chef / Cheffe d'atelier production électricité-électronique"
"26","Fabrication de produits informatiques, electroniques et optiques","268","H2602","Câbleur / Câbleuse d'armoires"
"26","Fabrication de produits informatiques, electroniques et optiques","269","H2603","Opérateur / Opératrice sur machines automatisées en production électrique"
"26","Fabrication de produits informatiques, electroniques et optiques","270","H2604","Assembleur / Assembleuse en produits électriques et électroniques"
"26","Fabrication de produits informatiques, electroniques et optiques","271","H2605","Monteur-câbleur / Monteuse-câbleuse en électronique"
"26","Fabrication de produits informatiques, electroniques et optiques","311","I1302","Technicien / Technicienne de maintenance d'installations automatisées"
"26","Fabrication de produits informatiques, electroniques et optiques","314","I1305","Électronicien / Électronicienne de maintenance"
"26","Fabrication de produits informatiques, electroniques et optiques","489206","I1320","Technicien / Technicienne de maintenance d'équipements connectés"
"26","Fabrication de produits informatiques, electroniques et optiques","489034","K1717","Technicien électronicien / Technicienne électronicienne des armées"
"27","Fabrication d'equipements electriques","488596","H1305","Vérificateur / Vérificatrice de conformité industrielle"
"27","Fabrication d'equipements electriques","232","H1504","Contrôleur / Contrôleuse technique en électricité-électronique"
"27","Fabrication d'equipements electriques","488276","H2302","Conducteur / Conductrice de procédé de fabrication"
"27","Fabrication d'equipements electriques","262","H2501","Chef / Cheffe d'atelier production électricité-électronique"
"27","Fabrication d'equipements electriques","267","H2601","Bobinier / Bobinière en électricité"
"27","Fabrication d'equipements electriques","268","H2602","Câbleur / Câbleuse d'armoires"
"27","Fabrication d'equipements electriques","269","H2603","Opérateur / Opératrice sur machines automatisées en production électrique"
"27","Fabrication d'equipements electriques","270","H2604","Assembleur / Assembleuse en produits électriques et électroniques"
"27","Fabrication d'equipements electriques","271","H2605","Monteur-câbleur / Monteuse-câbleuse en électronique"
"27","Fabrication d'equipements electriques","488763","H2606","Monteur-bobinier / Monteuse-bobinière en électricité"
"27","Fabrication d'equipements electriques","488920","H2607","Chef / Cheffe d'équipe d'atelier de bobinage en électricité"
"27","Fabrication d'equipements electriques","489222","H2608","Bobinier / Bobinière en matériels électroniques"
"27","Fabrication d'equipements electriques","489071","H2705","Pilote de ligne de production de composants et de cellules pour batteries de véhicules électriques"
"27","Fabrication d'equipements electriques","488747","I1314","Monteur installateur / Monteuse installatrice d'équipements connectés"
"27","Fabrication d'equipements electriques","488911","I1318","Instrumentiste Industriel / Industrielle"
"28","Fabrication de machines et equipements n.c.a.","214","H1203","Dessinateur-projeteur / Dessinatrice-projeteuse en mécanique"
"28","Fabrication de machines et equipements n.c.a.","218","H1207","Rédacteur / Rédactrice technique"
"28","Fabrication de machines et equipements n.c.a.","219","H1208","Automaticien / Automaticienne en bureau d'études"
"28","Fabrication de machines et equipements n.c.a.","488331","H1406","Ingénieur / Ingénieure supply chain en industrie"
"28","Fabrication de machines et equipements n.c.a.","488315","H2507","Responsable de ligne de production industrielle"
"28","Fabrication de machines et equipements n.c.a.","268","H2602","Câbleur / Câbleuse d'armoires"
"28","Fabrication de machines et equipements n.c.a.","278","H2901","Ajusteur-monteur / Ajusteuse-monteuse"
"28","Fabrication de machines et equipements n.c.a.","279","H2902","Chaudronnier / Chaudronnière"
"28","Fabrication de machines et equipements n.c.a.","280","H2903","Tourneur-fraiseur / Tourneuse-fraiseuse"
"28","Fabrication de machines et equipements n.c.a.","286","H2909","Assembleur monteur / Assembleuse monteuse"
"28","Fabrication de machines et equipements n.c.a.","290","H2913","Soudeur / Soudeuse"
"28","Fabrication de machines et equipements n.c.a.","489024","H2915","Chef soudeur / Cheffe soudeuse"
"28","Fabrication de machines et equipements n.c.a.","489047","H2916","Soudeur / Soudeuse Tungsten Inert Gas -TIG-"
"28","Fabrication de machines et equipements n.c.a.","489194","H2917","Soudeur / Soudeuse MIG MAG"
"28","Fabrication de machines et equipements n.c.a.","313","I1304","Technicien / Technicienne de maintenance industrielle"
"28","Fabrication de machines et equipements n.c.a.","488605","I1313","Hydraulicien industriel / Hydraulicienne industrielle"
"29","Industrie automobile","214","H1203","Dessinateur-projeteur / Dessinatrice-projeteuse en mécanique"
"29","Industrie automobile","215","H1204","Designer industriel / Designeuse industrielle"
"29","Industrie automobile","218","H1207","Rédacteur / Rédactrice technique"
"29","Industrie automobile","488596","H1305","Vérificateur / Vérificatrice de conformité industrielle"
"29","Industrie automobile","488632","H1522","Technicien / Technicienne en contrôles et essais non destructifs (CND END)"
"29","Industrie automobile","488631","H2703","Technicien / Technicienne de maintenance de batteries de véhicules électriques"
"29","Industrie automobile","488775","H2704","Technicien démonteur / Technicienne démonteuse de batteries de véhicules électriques"
"29","Industrie automobile","489071","H2705","Pilote de ligne de production de composants et de cellules pour batteries de véhicules électriques"
"29","Industrie automobile","279","H2902","Chaudronnier / Chaudronnière"
"29","Industrie automobile","283","H2906","Opérateur / Opératrice en fabrication mécanique"
"29","Industrie automobile","286","H2909","Assembleur monteur / Assembleuse monteuse"
"29","Industrie automobile","290","H2913","Soudeur / Soudeuse"
"29","Industrie automobile","489024","H2915","Chef soudeur / Cheffe soudeuse"
"29","Industrie automobile","489047","H2916","Soudeur / Soudeuse Tungsten Inert Gas -TIG-"
