"code_ogr","libelle","code_rubrique"
"104887","Monter des jouets","1"
"104888","Monter du mobilier","1"
"104889","Monter des placages","1"
"104900","Contrôler la qualité du bois utilisé pour la construction","1"
"104901","Réaliser des opérations de découpe de feuilles de placage","1"
"104902","Réaliser des opérations relatives au placage","1"
"104908","Vérifier les éléments de sécurité sur les équipements de production (machine-outil, ligne de montage, ...)","1"
"104914","Réaliser des opérations sur des ouvrages de bois","1"
"104929","Réaliser des opérations de sciage, tronçonnage","1"
"104931","Réaliser des opérations de vernissage sur des ouvrages en bois","1"
"104945","Prélever des échantillons sur les panneaux fabriqués et procéder aux tests mécaniques, physiques, ...","1"
"104955","Réaliser des opérations de déroulage","1"
"104956","Réaliser des opérations de disposition des différents plis composant le panneau (kraft, papier mélaminé, placage, ...)","1"
"104977","Éliminer les corps étrangers (éléments métalliques, ...), écorcer et tronçonner les grumes (transformation en billes, billons, ...)","1"
"104979","Positionner et maintenir la matière d'oeuvre sur la machine","1"
"104980","Sélectionner les outils (lames de scie, couteaux, ...), les monter et les régler (position, tension, ...)","1"
"104988","Régler, conduire une broyeuse","1"
"104989","Régler, conduire une dérouleuse","1"
"104990","Régler, conduire une écorceuse","1"
"104991","Régler, conduire une ligne de sciage automatisée","1"
"104992","Régler, conduire une scie","1"
"104997","Régler, conduire une trancheuse","1"
"105002","Tracer, reporter les repères de coupe et d'assemblage sur les pièces","1"
"105012","Façonner des articles d'agencement","1"
"105014","Façonner des cuisines, salles de bains","1"
"105015","Façonner des décors de spectacle (plateau TV, théâtre, ...)","1"
"105031","Réaliser des opérations de masquage de défauts du bois","1"
"105085","Réaliser et/ou orner des jouets, pipes, sabots","1"
"105103","Analyser une commande de production bois, d'ameublement (contraintes techniques, quantités, ...) et vérifier sa faisabilité","1"
"105110","Vérifier et maintenir l'état de propreté des équipements de production et de contrôle","1"
"105113","Réaliser les relevés de mesure du produit (humidité, température, ...) et détecter les anomalies liées à sa transformation","1"
"105148","Positionner (endroit sur endroit, ...) les pièces, éléments de décoration ou de renfort en vue de l'assemblage","1"
"105152","Détecter les causes d'anomalies de produits et transmettre au service maintenance","1"
"105163","Assembler-monter des bâches","1"
"105164","Assembler-monter des voiles","1"
"105165","Assembler-monter des équipements de protection","1"
"105166","Réaliser des opérations de rembord","1"
"105167","Réaliser des opérations de pose sur des articles cuir","1"
"105192","Positionner les pièces en fonction des repères pour l'assemblage/montage de l'article","1"
"105193","Monter les pièces et les sous-ensembles des articles textiles par piquage selon les fiches techniques","1"
"105194","Vérifier le tracé et la tension de piqûre, procéder aux réparations nécessaires et évacuer les articles non-conformes","1"
"105199","Réaliser des opérations de boutonnière sur des articles textiles","1"
"105200","Réaliser des opérations de fixation, pose de thermocollant, d'élément de renfort sur des articles textiles","1"
"105201","Réaliser des opérations de garnissage (plumes, ouate, ...) sur des articles textiles","1"
"105202","Réaliser des opérations de pose d'élastique sur des articles textiles","1"
"105203","Réaliser des opérations de pose de doublure sur des articles textiles","1"
"105217","Assembler-monter des jupes/pantalons","1"
"105238","Repérer les anomalies de production liées au fil","1"
"105239","Terminer la pièce textile obtenue et la ranger dans des bacs ou des zones de stockage","1"
"105262","Réaliser de la maille au mètre, en panneau ou en forme","1"
"105264","Broder des étoffes, des articles","1"
"105269","Réaliser des étoffes tressées","1"
"105271","Réaliser des pièces sur métier à tufter","1"
"105272","Réaliser des pièces sur machine à raser","1"
"105275","Passer les fils, mèches ou rubans dans des grilles, purgeurs, guide-fil, ..., contrôler leur guidage et leur enroulement sur les bobines","1"
"105276","Surveiller l'alimentation continue des installations en fils, ... et procéder au nouage en cas de rupture","1"
"105288","Surveiller des équipements ou phases de bobinage, épuration","1"
"105289","Surveiller des équipements ou phases de continu à filer","1"
"105290","Surveiller des équipements ou phases de guipage","1"
"105291","Surveiller des équipements ou phases de moulinage, retordage","1"
"105293","Surveiller des équipements ou phases de texturation","1"
"105300","Monter les mandrins, bobines et équipements (planches aiguilletées, chaîne de picot, filière, ...) sur la machine/ligne","1"
"105302","Surveiller les données de mesure du produit, identifier les anomalies (baisse de température, arrêt de la pompe, ...) et appliquer les mesures correctives","1"
"105326","Positionner et fixer les roules sur la machine, centrer le tissu et ajuster la tension lors de l'entraînement","1"
"105336","Utiliser des produits de traitement des textiles de manière sécurisée","1"
"105343","Réaliser des opérations d'ennoblissement","1"
"105367","Regrouper les peaux selon leur origine, taille, épaisseur, en vue de leur traitement","1"
"105370","Ajuster l'épaisseur des peaux, des cuirs en fonction de l'utilisation finale de l'article","1"
"105377","Réaliser des opérations de transformation sur des peaux","1"
"105403","Sélectionner les outillages (racles, rouleaux, ...) et les cadres d'impression et déterminer les besoins en produits (couleurs, ...)","1"
"105405","Monter / démonter les cylindres, cadres, ... sur la machine à imprimer, cadrer le motif et alimenter la machine en couleurs","1"
"105407","Surveiller les données de mesure de la machine au cours de l'impression","1"
"105412","Imprimer des motifs","1"
"105416","Imprimer des motifs sur du non-tissé","1"
"105430","Façonner le tissu, le cuir sur la table de coupe et ajuster le positionnement (alignement)","1"
"105433","Regrouper les pièces coupées par taille, modèle, coloris, ... pour l'assemblage/montage des articles","1"
"105444","Réaliser des opérations d'assemblage par clouage, agrafage, couture, sur des pièces en cuir, peau","1"
"105456","Identifier des non-conformités","1"
"105458","Fixer, intercaler les éléments de fermeture, de renfort, de marquage sur l'article","1"
"105459","Vérifier la conformité des finitions et procéder aux réparations de remaillage, de reprise de couture, ...","1"
"105479","Effectuer des ajustements sur les machines de couture","1"
"105483","Détecter les difficultés et anomalies liées au patron, aux matières au cours de la réalisation du prototype et proposer des solutions techniques","1"
"105501","Vérifier la conformité du patron de base de l'article","1"
"105502","Identifier par marquage les pièces constitutives de l'article et reporter les indications supplémentaires (crans de montage, devant, dos, ...) sur le patron","1"
"105503","Digitaliser les points et lignes du tracé du patron de base","1"
"105505","Décliner les tailles d'un modèle de base sur un logiciel de gradation","1"
"105506","Réaliser sur informatique un schéma de placement/coupe par alignement et emboîtage des pièces du patron","1"
"105537","Contrôler la régularité de l'enroulement des fils, des mèches de fils mis sur les supports","1"
"105538","Régler la vitesse et la tension des équipements auxiliaires du métier","1"
"105539","Rattacher les fils entre eux (constitution de mèche, réalimentation, intervention en cas de casse, ...)","1"
"105561","Réaliser le collage des fils","1"
"105562","Réaliser le démêlage des fils","1"
"105563","Réaliser le nouage des fils","1"
"105564","Réaliser le retordage des fils","1"
"105566","Déterminer les interventions de préparation ou de finition selon les matériaux (peaux, cuir, ...), produits (sac, chaussure, ...) et défauts repérés","1"
"105567","Préparer le cuir en vue du montage/assemblage de l'article","1"
"105569","Contrôler la conformité des réalisations, procéder aux rectifications et évacuer les non-conformes","1"
"105575","Réaliser la préparation de pièces par parage","1"
"105589","Réaliser des opérations de finition sur des bagages, sacs","1"
"105596","Détecter les défauts d'aspect des produits et articles et les localiser par des indicateurs (pastilles, sonnettes, ...)","1"
"105597","Trier les produits/articles par catégorie de choix, type de déclassement (rebut, destruction, ...) ou catégorie d'intervention (retouche, remise à teinte, ...)","1"
"105605","Détecter des défauts sur des articles","1"
"105609","Détecter des défauts sur des fils","1"
"105615","Procéder à des actions correctives ou des réparations de bobinage/débobinage","1"
"105616","Procéder à des actions correctives ou des réparations de coupes de parties défectueuses (tissu abîmé, pattes, flancs, ...)","1"
"105617","Détacher un produit","1"
"105618","Procéder à des actions correctives ou des réparations de pose d'éléments de renfort (collage, thermocollage, ...)","1"
"105619","Procéder à des actions correctives ou des réparations de réfection de motifs","1"
