"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"A1415","3","definition","3","Trie et préserve la pêche du jour, en assurant la fraîcheur et la qualité des produits"
"A1415","3","definition","4","Respecte les réglementations maritimes et les quotas de pêche pour une exploitation durable des ressources"
"A1415","3","definition","5","Peut participer à la maintenance du navire et à la préparation des voyages en mer"
"A1415","3","definition","6","Peut vendre directement les produits de la pêche sur les marchés locaux ou à des distributeurs"
"A1415","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau CAP à Bac professionnel dans le domaine maritime. Des certifications complémentaires peuvent être demandées en fonction de la taille des navires ou des lieux de pêche. Cet emploi requiert une bonne condition physique."
"A1416","3","definition","1","Réalise les opérations de culture de plein champ (semis, traitements, récolte) de céréales et d''autres produits (pommes de terre, betteraves, tabac, tournesol, colza,) selon les objectifs de production (quantité, qualité, variétés, ...), les règles d''hygiène, de sécurité et les normes environnementales."
"A1416","3","definition","2","Peut réaliser des activités d''élevage."
"A1416","3","definition","3","Peut coordonner une équipe ou diriger une exploitation agricole."
"A1416","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en production agricole."
"A1416","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans le secteur sans diplôme particulier."
"A1416","4","acces_metier","3","Un Bac professionnel ou BTS Agricole en gestion agricole, technologies végétales peut être demandé pour les fonctions d''encadrement."
"A1416","4","acces_metier","4","Un Brevet Professionnel de Responsable d''Exploitation Agricole -BPREA- est requis pour l''obtention de financements spécifiques (prêts bonifiés) destinés à faciliter l''installation des jeunes agriculteurs."
"A1417","3","definition","1","Réalise les opérations de production et de récolte du sel selon les objectifs d''exploitation, les règles d''hygiène et de sécurité et les normes environnementales"
"A1417","3","definition","2","Assure l''entretien des sites salins en régulant les niveaux d''eau et participe à la préservation des marais salants et à la protection des écosystèmes côtiers"
"A1417","3","definition","3","Peut récolter la salicorne"
"A1417","3","definition","4","Peut coordonner une équipe ou diriger une exploitation salicole"
"A1417","3","definition","5","Peut proposer des animations de découverte des marais salants et de leur exploitation"
"A1417","4","acces_metier","1","Cet emploi est accessible sans diplôme, avec une expérience dans le secteur agricole ou aquacole. Un brevet professionnel de responsable d''exploitation agricole peut faciliter l''installation. Un certificat d''aptitude à la conduite en sécurité - CACES - est nécessaire pour la conduite d''engins de manutention."
"A1418","3","definition","1","Participe à l''ensemble des travaux de culture et d''entretien de la vigne (taille, réparation, liage, travail du sol) et de récolte du raisin en fonction du cycle végétatif."
"A1418","3","definition","2","Peut participer aux opérations de vinification et de mise en bouteille."
"A1418","3","definition","3","Peut exploiter sa propre vigne et encadrer une équipe."
"A1418","4","acces_metier","1","Cet emploi est accessible sans qualification. Un diplôme de niveau CAP/BEP dans le domaine de l''agriculture ou des travaux de la vigne est néanmoins apprécié. Des CACES peuvent être requis pour la conduite d''engins agricoles."
"A1419","3","definition","1","Assure l''entretien des pâtures, prairies, cultures et des installations intérieures et extérieures de l''exploitation."
"A1419","3","definition","2","Travaille à proximité des animaux et peut être amené à les manipuler dans le cadre de ses activités."
"A1419","3","definition","3","Peut réaliser occasionnellement des travaux d''entretien des bâtiments et des réparations de premier niveau."
"A1419","4","acces_metier","1","Cet emploi est accessible sans qualification, mais un CAP Agricole ou dans l''un des corps de métier du bâtiment ainsi que les CACES peuvent être des atouts."
"A1420","3","definition","1","Organise et supervise les travaux liés à la production de fruits et légumes en vue d’atteindre les objectifs quantitatifs et qualitatifs."
"A1420","3","definition","2","Planifie les opérations techniques (suivi des floraisons, encadrement des opérations d’irrigation, d’arrachage, éclaircissages) et prend les dispositions nécessaires vis-à-vis du climat et du traitement phytosanitaire."
"A1420","3","definition","3","Participe à la stratégie de l’exploitation en assurant la logistique lors des récoltes, les relations avec les fournisseurs et le contrôle des stocks."
"A1420","4","acces_metier","1","Cet emploi est accessible avec un Brevet Professionnel Responsable d''Exploitation Agricole ou un Bac pro agricole. Sur des exploitations de grande taille, un diplôme de niveau bac + 3 dans le domaine agricole ou de l''agronomie peut être demandé. Ces formations peuvent être suivies en alternance. Il est également possible d''accéder à cet emploi après plusieurs années d''expérience en production agricole de fruits et légumes."
"A1421","3","definition","1","Assure les soins quotidiens aux chevaux et maintient une vigilance sur leur état de santé."
"A1421","3","definition","2","Entretient au quotidien les boxes, les paddocks et les pistes de travail."
"A1421","3","definition","3","Peut également gérer le transport des chevaux."
"A1421","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau 3, comme les CAP Agricoles ""Palefrenier soigneur"" ou ""Métiers de l''agriculture"". Il est possible de devenir palefrenier-soigneur sans qualification particulière, auquel cas les activités de soins ne peuvent être réalisées."
"A1422","3","definition","1","Le Caviste de chai participe à toutes les étapes de fabrication, de conservation et de conditionnement du vin, sous la responsabilité du maître de chai et en collaboration avec l''œnologue."
"A1422","3","definition","2","Prépare les cuves et réceptionne les raisins lors des vendanges"
"A1422","3","definition","3","Effectue toutes les opérations d''élaboration du vin tout au long du processus de fabrication"
"A1422","3","definition","4","Procède à la mise en bouteilles dans le respect des règles d''hygiène et de sécurité alimentaire"
"A1422","3","definition","5","Peut participer à l''assemblage des vins pour élaborer les cuvées"
"A1422","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau CAP à Bac+2 dans le domaine agricole, viticulture."
"A1423","3","definition","1","L''œnologue, expert de la filière vinicole,  allie sa passion pour les sciences et son goût du vin pour élaborer des crus de qualité."
"A1423","3","definition","2","Analyse les caractéristiques chimiques et sensorielles des vins"
"A1423","3","definition","3","Conseille les viticulteurs à tous les stades de la production et participe à la recherche et au développement pour améliorer les procédés de fabrication"
"A1423","3","definition","4","Assure le contrôle qualité tout au long du processus de production"
"A1423","3","definition","5","Peut représenter une cave ou une marque lors de dégustations ou d''événements professionnels"
"A1423","4","acces_metier","1","Cet emploi est accessible avec un diplôme national d''œnologie (Bac +5)  préparé à l''issue une Licence scientifique ou professionnelle en viticulture et d''un master en viticulture et œnologie."
"A1424","3","definition","1","Le Pisciculteur (trice) participe à la gestion durable des ressources aquatiques en élevant des poissons d''eau de mer ou d''eau douce dans le respect de l''environnement et du bien-être des poissons."
"A1424","3","definition","2","Surveille la qualité de l''eau et les conditions environnementales des bassins"
"A1424","3","definition","3","Procède à la reproduction artificielle ou naturelle des poissons"
"A1424","3","definition","4","Gère l''alimentation et la croissance des espèces élevées"
"A1424","3","definition","5","Commercialise les produits de la pisciculture"
"A1424","3","definition","6","Assure la maintenance des installations et équipements de pisciculture"
"A1424","3","definition","7","Peut encadrer une équipe et gérer une entreprise"
"A1424","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac à Bac+3 en agriculture ou aquaculture."
"A1424","4","acces_metier","2","Des certifications spécifiques peuvent être nécessaires pour la navigation en mer par exemple ou la conduite d''engins de manutention."
"A1425","3","definition","1","Le Ramendeur, un artisan essentiel de la préservation des filets de pêche."
